Date,AirportName,PercentOfBaseline
2020-11-11,Dallas/Fort Worth International,100.0
2020-11-11,Daniel K. Inouye International,73.0
2020-11-11,Denver International,62.0
2020-11-11,Detroit Metropolitan Wayne County,54.0
2020-11-11,Hartsfield-Jackson Atlanta International,59.0
2020-11-11,John F. Kennedy International,48.0
2020-11-11,LaGuardia,30.0
2020-11-11,Los Angeles International,75.0
2020-11-11,McCarran International,52.0
2020-11-11,Miami International,75.0
2020-11-11,Newark Liberty International,79.0
2020-11-11,San Francisco International,51.0
2020-11-11,Seattle-Tacoma International,63.0
2020-11-11,Washington Dulles International,54.0
2020-11-12,Boston Logan International,60.0
2020-11-12,Charlotte Douglas International,79.0
2020-11-12,Chicago OHare International,83.0
2020-11-12,Dallas/Fort Worth International,99.0
2020-11-12,Daniel K. Inouye International,77.0
2020-11-12,Denver International,62.0
2020-11-12,Detroit Metropolitan Wayne County,53.0
2020-11-12,Hartsfield-Jackson Atlanta International,61.0
2020-11-12,John F. Kennedy International,87.0
2020-11-12,LaGuardia,51.0
2020-11-12,Los Angeles International,84.0
2020-11-12,McCarran International,36.0
2020-11-12,Miami International,71.0
2020-11-12,Newark Liberty International,100.0
2020-11-12,San Francisco International,45.0
2020-11-12,Seattle-Tacoma International,68.0
2020-11-12,Washington Dulles International,57.0
2020-11-13,Boston Logan International,68.0
2020-11-13,Charlotte Douglas International,87.0
2020-11-13,Chicago OHare International,82.0
2020-11-13,Dallas/Fort Worth International,100.0
2020-11-13,Daniel K. Inouye International,83.0
2020-11-13,Denver International,65.0
2020-11-13,Detroit Metropolitan Wayne County,49.0
2020-11-13,Hartsfield-Jackson Atlanta International,67.0
2020-11-13,John F. Kennedy International,84.0
2020-11-13,LaGuardia,57.0
2020-11-13,Los Angeles International,90.0
2020-11-13,McCarran International,50.0
2020-11-13,Miami International,88.0
2020-11-13,Newark Liberty International,100.0
2020-11-13,San Francisco International,43.0
2020-11-13,Seattle-Tacoma International,73.0
2020-11-13,Washington Dulles International,65.0
2020-11-14,Boston Logan International,62.0
2020-11-14,Charlotte Douglas International,55.0
2020-11-14,Chicago OHare International,78.0
2020-11-14,Dallas/Fort Worth International,100.0
2020-11-14,Daniel K. Inouye International,51.0
2020-11-14,Denver International,43.0
2020-11-14,Detroit Metropolitan Wayne County,54.0
2020-11-14,Hartsfield-Jackson Atlanta International,63.0
2020-11-14,John F. Kennedy International,84.0
2020-11-14,LaGuardia,70.0
2020-11-14,Los Angeles International,79.0
2020-11-14,McCarran International,29.0
2020-11-14,Miami International,60.0
2020-11-14,Newark Liberty International,100.0
2020-11-14,San Francisco International,45.0
2020-11-14,Seattle-Tacoma International,45.0
2020-11-14,Washington Dulles International,64.0
2020-11-15,Boston Logan International,62.0
2020-11-15,Charlotte Douglas International,51.0
2020-11-15,Chicago OHare International,58.0
2020-11-15,Dallas/Fort Worth International,78.0
2020-11-15,Daniel K. Inouye International,66.0
2020-11-15,Denver International,54.0
2020-11-15,Detroit Metropolitan Wayne County,42.0
2020-11-15,Hartsfield-Jackson Atlanta International,59.0
2020-11-15,John F. Kennedy International,87.0
2020-11-15,LaGuardia,44.0
2020-11-15,Los Angeles International,72.0
2020-11-15,McCarran International,32.0
2020-11-15,Miami International,76.0
2020-11-15,Newark Liberty International,100.0
2020-11-15,San Francisco International,47.0
2020-11-15,Seattle-Tacoma International,59.0
2020-11-15,Washington Dulles International,58.0
2020-11-16,Boston Logan International,69.0
2020-11-16,Charlotte Douglas International,76.0
2020-11-16,Chicago OHare International,81.0
2020-11-16,Dallas/Fort Worth International,99.0
2020-11-16,Daniel K. Inouye International,78.0
2020-11-16,Denver International,64.0
2020-11-16,Detroit Metropolitan Wayne County,47.0
2020-11-16,Hartsfield-Jackson Atlanta International,61.0
2020-11-16,John F. Kennedy International,89.0
2020-11-16,LaGuardia,76.0
2020-11-16,Los Angeles International,82.0
2020-11-16,McCarran International,57.0
2020-11-16,Miami International,81.0
2020-11-16,Newark Liberty International,100.0
2020-11-16,San Francisco International,45.0
2020-11-16,Seattle-Tacoma International,61.0
2020-11-16,Washington Dulles International,65.0
2020-11-17,Boston Logan International,71.0
2020-11-17,Charlotte Douglas International,91.0
2020-11-17,Chicago OHare International,81.0
2020-11-17,Dallas/Fort Worth International,100.0
2020-11-17,Daniel K. Inouye International,65.0
2020-11-17,Denver International,68.0
2020-11-17,Detroit Metropolitan Wayne County,47.0
2020-11-17,Hartsfield-Jackson Atlanta International,66.0
2020-11-17,John F. Kennedy International,90.0
2020-11-17,LaGuardia,69.0
2020-11-17,Los Angeles International,87.0
2020-11-17,McCarran International,65.0
2020-11-17,Miami International,87.0
2020-11-17,Newark Liberty International,100.0
2020-11-17,San Francisco International,59.0
2020-11-17,Seattle-Tacoma International,80.0
2020-11-17,Washington Dulles International,63.0
2020-11-18,Boston Logan International,69.0
2020-11-18,Charlotte Douglas International,84.0
2020-11-18,Chicago OHare International,87.0
2020-11-18,Dallas/Fort Worth International,100.0
2020-11-18,Daniel K. Inouye International,57.0
2020-11-18,Denver International,69.0
2020-11-18,Detroit Metropolitan Wayne County,47.0
2020-11-18,Hartsfield-Jackson Atlanta International,64.0
2020-11-18,John F. Kennedy International,85.0
2020-11-18,LaGuardia,73.0
2020-11-18,Los Angeles International,80.0
2020-11-18,McCarran International,67.0
2020-11-18,Miami International,85.0
2020-11-18,Newark Liberty International,94.0
2020-11-18,San Francisco International,48.0
2020-11-18,Seattle-Tacoma International,79.0
2020-11-18,Washington Dulles International,65.0
2020-11-19,Boston Logan International,61.0
2020-11-19,Charlotte Douglas International,90.0
2020-11-19,Chicago OHare International,83.0
2020-11-19,Dallas/Fort Worth International,100.0
2020-11-19,Daniel K. Inouye International,73.0
2020-11-19,Denver International,68.0
2020-11-19,Detroit Metropolitan Wayne County,51.0
2020-11-19,Hartsfield-Jackson Atlanta International,63.0
2020-11-19,John F. Kennedy International,65.0
2020-11-19,LaGuardia,64.0
2020-11-19,Los Angeles International,83.0
2020-11-19,McCarran International,51.0
2020-11-19,Miami International,83.0
2020-11-19,Newark Liberty International,100.0
2020-11-19,San Francisco International,47.0
2020-11-19,Seattle-Tacoma International,77.0
2020-11-19,Washington Dulles International,58.0
2020-11-20,Boston Logan International,68.0
2020-11-20,Charlotte Douglas International,85.0
2020-11-20,Chicago OHare International,79.0
2020-11-20,Dallas/Fort Worth International,100.0
2020-11-20,Daniel K. Inouye International,64.0
2020-11-20,Denver International,69.0
2020-11-20,Detroit Metropolitan Wayne County,56.0
2020-11-20,Hartsfield-Jackson Atlanta International,66.0
2020-11-20,John F. Kennedy International,64.0
2020-11-20,LaGuardia,73.0
2020-11-20,Los Angeles International,86.0
2020-11-20,McCarran International,56.0
2020-11-20,Miami International,78.0
2020-11-20,Newark Liberty International,100.0
2020-11-20,San Francisco International,56.0
2020-11-20,Seattle-Tacoma International,71.0
2020-11-20,Washington Dulles International,70.0
2020-11-21,Boston Logan International,72.0
2020-11-21,Charlotte Douglas International,72.0
2020-11-21,Chicago OHare International,74.0
2020-11-21,Dallas/Fort Worth International,100.0
2020-11-21,Daniel K. Inouye International,57.0
2020-11-21,Denver International,58.0
2020-11-21,Detroit Metropolitan Wayne County,42.0
2020-11-21,Hartsfield-Jackson Atlanta International,61.0
2020-11-21,John F. Kennedy International,84.0
2020-11-21,LaGuardia,83.0
2020-11-21,Los Angeles International,85.0
2020-11-21,McCarran International,34.0
2020-11-21,Miami International,66.0
2020-11-21,Newark Liberty International,100.0
2020-11-21,San Francisco International,49.0
2020-11-21,Seattle-Tacoma International,61.0
2020-11-21,Washington Dulles International,55.0
2020-11-22,Boston Logan International,77.0
2020-11-22,Charlotte Douglas International,66.0
2020-11-22,Chicago OHare International,72.0
2020-11-22,Dallas/Fort Worth International,80.0
2020-11-22,Daniel K. Inouye International,73.0
2020-11-22,Denver International,56.0
2020-11-22,Detroit Metropolitan Wayne County,48.0
2020-11-22,Hartsfield-Jackson Atlanta International,53.0
2020-11-22,John F. Kennedy International,84.0
2020-11-22,LaGuardia,51.0
2020-11-22,Los Angeles International,86.0
2020-11-22,McCarran International,30.0
2020-11-22,Miami International,65.0
2020-11-22,Newark Liberty International,100.0
2020-11-22,San Francisco International,46.0
2020-11-22,Seattle-Tacoma International,71.0
2020-11-22,Washington Dulles International,51.0
2020-11-23,Boston Logan International,76.0
2020-11-23,Charlotte Douglas International,81.0
2020-11-23,Chicago OHare International,95.0
2020-11-23,Dallas/Fort Worth International,93.0
2020-11-23,Daniel K. Inouye International,84.0
2020-11-23,Denver International,55.0
2020-11-23,Detroit Metropolitan Wayne County,44.0
2020-11-23,Hartsfield-Jackson Atlanta International,59.0
2020-11-23,John F. Kennedy International,64.0
2020-11-23,LaGuardia,92.0
2020-11-23,Los Angeles International,87.0
2020-11-23,McCarran International,66.0
2020-11-23,Miami International,90.0
2020-11-23,Newark Liberty International,100.0
2020-11-23,San Francisco International,45.0
2020-11-23,Seattle-Tacoma International,74.0
2020-11-23,Washington Dulles International,68.0
2020-11-24,Boston Logan International,76.0
2020-11-24,Charlotte Douglas International,78.0
2020-11-24,Chicago OHare International,82.0
2020-11-24,Dallas/Fort Worth International,93.0
2020-11-24,Daniel K. Inouye International,72.0
2020-11-24,Denver International,56.0
2020-11-24,Detroit Metropolitan Wayne County,47.0
2020-11-24,Hartsfield-Jackson Atlanta International,59.0
2020-11-24,John F. Kennedy International,67.0
2020-11-24,LaGuardia,80.0
2020-11-24,Los Angeles International,89.0
2020-11-24,McCarran International,58.0
2020-11-24,Miami International,82.0
2020-11-24,Newark Liberty International,100.0
2020-11-24,San Francisco International,66.0
2020-11-24,Seattle-Tacoma International,77.0
2020-11-24,Washington Dulles International,60.0
2020-11-25,Boston Logan International,65.0
2020-11-25,Charlotte Douglas International,77.0
2020-11-25,Chicago OHare International,84.0
2020-11-25,Dallas/Fort Worth International,100.0
2020-11-25,Daniel K. Inouye International,67.0
2020-11-25,Denver International,71.0
2020-11-25,Detroit Metropolitan Wayne County,50.0
2020-11-25,Hartsfield-Jackson Atlanta International,63.0
2020-11-25,John F. Kennedy International,60.0
2020-11-25,LaGuardia,61.0
2020-11-25,Los Angeles International,86.0
2020-11-25,McCarran International,51.0
2020-11-25,Miami International,73.0
2020-11-25,Newark Liberty International,96.0
2020-11-25,San Francisco International,54.0
2020-11-25,Seattle-Tacoma International,64.0
2020-11-25,Washington Dulles International,59.0
2020-11-26,Boston Logan International,38.0
2020-11-26,Charlotte Douglas International,16.0
2020-11-26,Chicago OHare International,33.0
2020-11-26,Dallas/Fort Worth International,25.0
2020-11-26,Daniel K. Inouye International,33.0
2020-11-26,Denver International,29.0
2020-11-26,Detroit Metropolitan Wayne County,27.0
2020-11-26,Hartsfield-Jackson Atlanta International,31.0
2020-11-26,John F. Kennedy International,28.0
2020-11-26,LaGuardia,18.0
2020-11-26,Los Angeles International,55.0
2020-11-26,McCarran International,23.0
2020-11-26,Miami International,25.0
2020-11-26,Newark Liberty International,55.0
2020-11-26,San Francisco International,26.0
2020-11-26,Seattle-Tacoma International,27.0
2020-11-26,Washington Dulles International,12.0
2020-11-27,Boston Logan International,46.0
2020-11-27,Charlotte Douglas International,29.0
2020-11-27,Chicago OHare International,45.0
2020-11-27,Dallas/Fort Worth International,46.0
2020-11-27,Daniel K. Inouye International,31.0
2020-11-27,Denver International,32.0
2020-11-27,Detroit Metropolitan Wayne County,29.0
2020-11-27,Hartsfield-Jackson Atlanta International,37.0
2020-11-27,John F. Kennedy International,36.0
2020-11-27,LaGuardia,33.0
2020-11-27,Los Angeles International,48.0
2020-11-27,McCarran International,18.0
2020-11-27,Miami International,47.0
2020-11-27,Newark Liberty International,58.0
2020-11-27,San Francisco International,23.0
2020-11-27,Seattle-Tacoma International,34.0
2020-11-27,Washington Dulles International,30.0
2020-11-28,Boston Logan International,66.0
2020-11-28,Charlotte Douglas International,57.0
2020-11-28,Chicago OHare International,68.0
2020-11-28,Dallas/Fort Worth International,77.0
2020-11-28,Daniel K. Inouye International,34.0
2020-11-28,Denver International,49.0
2020-11-28,Detroit Metropolitan Wayne County,50.0
2020-11-28,Hartsfield-Jackson Atlanta International,47.0
2020-11-28,John F. Kennedy International,72.0
2020-11-28,LaGuardia,57.0
2020-11-28,Los Angeles International,72.0
2020-11-28,McCarran International,31.0
2020-11-28,Miami International,59.0
2020-11-28,Newark Liberty International,99.0
2020-11-28,San Francisco International,30.0
2020-11-28,Seattle-Tacoma International,67.0
2020-11-28,Washington Dulles International,55.0
2020-11-29,Boston Logan International,74.0
2020-11-29,Charlotte Douglas International,74.0
2020-11-29,Chicago OHare International,75.0
2020-11-29,Dallas/Fort Worth International,78.0
2020-11-29,Daniel K. Inouye International,53.0
2020-11-29,Denver International,53.0
2020-11-29,Detroit Metropolitan Wayne County,44.0
2020-11-29,Hartsfield-Jackson Atlanta International,50.0
2020-11-29,John F. Kennedy International,79.0
2020-11-29,LaGuardia,44.0
2020-11-29,Los Angeles International,76.0
2020-11-29,McCarran International,38.0
2020-11-29,Miami International,63.0
2020-11-29,Newark Liberty International,100.0
2020-11-29,San Francisco International,53.0
2020-11-29,Seattle-Tacoma International,66.0
2020-11-29,Washington Dulles International,68.0
2020-11-30,Boston Logan International,63.0
2020-11-30,Charlotte Douglas International,86.0
2020-11-30,Chicago OHare International,83.0
2020-11-30,Dallas/Fort Worth International,96.0
2020-11-30,Daniel K. Inouye International,70.0
2020-11-30,Denver International,65.0
2020-11-30,Detroit Metropolitan Wayne County,53.0
2020-11-30,Hartsfield-Jackson Atlanta International,53.0
2020-11-30,John F. Kennedy International,58.0
2020-11-30,LaGuardia,63.0
2020-11-30,Los Angeles International,80.0
2020-11-30,McCarran International,54.0
2020-11-30,Miami International,80.0
2020-11-30,Newark Liberty International,91.0
2020-11-30,San Francisco International,46.0
2020-11-30,Seattle-Tacoma International,69.0
2020-11-30,Washington Dulles International,68.0
2020-12-01,Boston Logan International,72.0
2020-12-01,Charlotte Douglas International,88.0
2020-12-01,Chicago OHare International,91.0
2020-12-01,Dallas/Fort Worth International,100.0
2020-12-01,Daniel K. Inouye International,73.0
2020-12-01,Denver International,70.0
2020-12-01,Detroit Metropolitan Wayne County,66.0
2020-12-01,Hartsfield-Jackson Atlanta International,62.0
2020-12-01,John F. Kennedy International,67.0
2020-12-01,LaGuardia,71.0
2020-12-01,Los Angeles International,86.0
2020-12-01,McCarran International,51.0
2020-12-01,Miami International,76.0
2020-12-01,Newark Liberty International,100.0
